AAPL,AAPL,AAPL,AAPL,AAPL
230.78,232.35,226.73,227.99,23764631
227.96,228.41,220.58,224.26,25806520
222.21,224.8,220.2,223.76,21084112
223.63,227.27,222.2462,226.87,19672102
225.46,226.35,216.05,216.39,29815295
214.52,219.5,212.32,214.45,38787008
220.42,222.88,216.84,222.11,28354162
221.16,221.83,217.27,217.28,22403259
218.93,222.99,216.7627,222.13,21865043
222.3,222.64,219.34,221.2,16169647
217.86,219.74,213.0,216.12,23483746
219.16,221.26,217.43,219.3,23788682
219.79,223.36,218.94,220.59,23781840
215.83,223.25,214.7,222.9,36787089
222.6,224.23,214.54,215.06,36197804
217.71,222.44,216.75,219.85,22758164
215.9,220.19,212.67,216.03,41258595
219.255,219.69,206.09,212.55,36069395
211.15,215.18,209.27,213.33,29704603
216.88,220.45,216.62,218.75,31900983
219.07,222.36,216.81,222.05,40261246
209.55,213.89,205.43,206.14,82917876
204.3,204.39,198.17,201.59,51670747
201.92,204.72,201.69,203.78,27934956
205.89,210.01,204.13,209.91,26705827
209.94,210.12,206.75,208.49,19216333
205.55,206.01,202.25,204.47,23852926
198.9,199.85,193.79,194.2,40614690
191.63,197.18,191.4501,192.23,35553485
193.9,194.48,185.93,186.76,57202350
188.39,193.99,186.9,191.5,42306727
190.5,194.9695,189.46,193.58,34044307
190.0,190.7,184.99,185.85,37092706
178.37,181.47,175.51,177.01,63109179
179.73,180.27,176.55,176.82,27395649
174.94,176.595,172.1,172.25,21939557
174.24,174.95,170.26,174.58,40367186
171.51,174.77,170.88,174.245,37132335
176.73,181.29,174.93,180.96,42264101
182.66,182.8,177.7,179.55,38797596
180.29,180.33,177.03,178.6,28559844
184.46,184.94,181.21,184.93,35606774
180.95,182.3899,176.27,176.67,35659368
171.76,174.78,170.42,174.77,38911135
173.49,174.49,168.3,168.38,37358874
165.0,170.09,163.33,169.61,57206552
171.66,171.79,167.0,168.67,41305424
170.4,171.92,169.02,169.04,30803351
170.49,172.57,169.22,170.82,29424166
169.0,169.08,165.28,165.4,36692953
165.45,168.35,162.73,163.97,37985427
165.38,167.53,164.39,165.87,29845988
166.0,167.45,158.7,160.76,41382586
160.4,162.11,155.3,156.84,58947341
156.86,158.16,149.63,150.85,72723677
148.15,151.55,146.44,146.62,34312501
148.3,157.22,146.72,157.18,52488787
155.84,156.77,150.07,156.12,46950454
157.47,158.52,154.55,156.07,37588889
158.53,159.36,156.51,156.7,29014557
154.89,158.85,154.23,157.5225,27803621
143.98,145.72,142.0,142.29,82418448
144.53,148.5499,143.8,148.12,51267225
148.7,148.83,145.9,147.91,49982480
149.56,151.82,148.52,150.63,36592406
151.29,154.53,149.63,153.37,40827842
152.5,153.97,150.86,153.55,32553301
152.88,153.7,151.51,152.0534,22850904
150.85,151.27,149.22,149.76,26038136
150.27,153.39,150.05,152.95,25862287
153.08,155.88,153.0,154.91,27032885
154.2,157.66,153.26,155.53,26717099
157.5,157.88,155.9806,156.57,30450605
156.41,156.73,152.62,152.93,24086204
154.15,155.14,151.7,153.6799,20246607
154.11,154.48,151.74,152.63,20669415
155.48,158.13,154.32,157.5,29575048
155.79,156.28,153.66,156.0878,22270959
156.25,158.13,154.11,154.5,30723484
163.25,166.15,160.23,165.49,49026033
166.11,169.0,164.56,166.6249,31699885
166.96,168.98,165.93,166.62,25342728
167.41,171.655,167.28,170.99,26912592
172.86,175.08,172.3501,174.01,31860037
174.65,175.57,172.8531,174.1699,25696142
172.4,173.94,170.34,170.64,28233078
168.99,170.66,168.42,170.04,20428524
171.05,171.21,169.25,169.43,17954651
170.1,171.0,169.7,170.7384,18989903
171.39,172.48,169.92,169.98,19353125
169.71,171.2615,169.38,170.98,18263570
171.25,171.7,169.75,170.25,22555013
169.71,171.44,169.49,170.8499,16672024
171.19,173.32,170.99,172.09,22439817
171.8,172.37,170.3,171.14,15647117
171.58,173.0,171.38,172.97,15245361
174.16,175.87,173.95,174.26,19540227
173.71,175.3,173.1732,174.35,14716104
173.26,175.0,172.73,174.88,22914417
174.32,174.91,172.92,173.2,19815729
174.28,175.15,172.89,174.97,20830861
175.69,177.75,173.97,175.86,24195978
175.94,176.0,174.54,175.51,15413946
174.67,175.49,173.94,174.51,17535168
174.02,174.44,172.02,172.47,20110131
170.32,173.07,169.5,172.92,19475688
175.49,179.12,175.35,178.98,26225966
180.0,182.67,179.37,180.94,27277399
182.25,183.3,180.92,181.72,23960992
183.9,184.1,182.56,183.73,19457731
184.66,187.33,184.66,186.21,21750706
185.8,188.39,185.79,188.03,22563772
188.35,188.99,185.92,186.54,26863005
186.23,189.49,184.73,188.17,26974003
190.02,196.33,189.81,195.05,42720798
195.34,197.69,190.78,191.06,38334323
191.55,191.98,186.6,188.77,40742481
191.64,192.88,184.58,186.79,43454017
188.75,189.76,186.55,188.47,26586290
188.95,189.559,187.53,188.71,19309376
189.99,190.08,188.54,189.94,18489986
191.64,191.68,188.38,191.24,12098014
191.09,194.46,191.05,194.04,19797454
193.25,196.5,193.15,195.35,19793141
194.79,196.37,193.14,195.72,17091108
196.45,197.1,195.93,196.97,15842943
196.42,200.23,196.34,200.08,23231403
200.32,202.85,199.23,199.5,32840959
198.68,200.74,198.18,200.66,19861942
200.85,201.0,198.4431,198.95,17931789
199.2,200.14,196.21,198.88,24667735
198.58,199.85,198.01,199.23,14551176
199.46,201.37,198.56,199.25,24002891
199.54,203.38,198.61,203.12,27366117
203.12,204.15,202.52,203.86,21928367
202.83,204.94,202.34,204.64,13720923
204.43,207.75,203.9,207.51,19401417
207.36,208.48,207.05,207.18,14914939
206.83,207.76,205.12,205.24,15908807
204.9,205.0,202.12,204.29,16315669
204.4,205.97,203.86,204.61,19641066
203.06,203.4,199.11,200.57,35362106
209.88,215.31,209.23,210.52,57751414
209.84,212.65,208.13,209.17,29014844
210.74,211.84,210.23,211.78,17987793
204.29,208.84,203.5,208.6,28949691
205.88,207.4175,200.825,202.86,34328425
201.9,205.34,201.75,202.9,22729670
200.4,201.68,196.66,200.72,32427147
197.419,198.85,192.77,197.3,36118438
187.71,189.48,182.85,185.72,50491792
186.41,189.7,185.41,188.65,31498214
186.27,191.75,186.02,190.92,23655393
189.91,192.4689,188.84,190.14,28660083
186.93,190.9,186.76,188.98,29246990
183.52,184.349,180.2839,183.09,33285709
185.22,188.0,184.7,186.59,23901501
184.66,185.71,182.55,182.79,26540561
179.8,180.54,177.81,179.67,31272923
180.2,182.14,178.62,179.06,21514327
178.9,180.59,177.91,178.17,22515281
176.42,179.35,176.0,177.35,26177083
177.95,179.23,176.67,178.25,19579368
176.22,177.985,174.99,175.0,22909538
175.6,177.92,170.27,173.28,36721281
175.44,179.83,174.52,179.67,27174311
184.28,184.99,181.14,182.541,26260553
183.08,185.47,182.1489,185.23,18504740
186.51,191.92,185.77,190.14,26413228
191.81,195.37,191.62,192.52,23763115
194.82,196.0,193.6,194.81,22631965
193.95,195.97,193.385,194.19,16299683
194.7,196.79,193.6,194.74,35633462
191.545,193.5863,190.3,192.745,31598181
192.9,194.96,192.17,193.95,12831457
196.0,200.29,195.21,198.5,23433567
199.68,199.88,197.31,197.86,17581620
200.37,200.61,198.03,199.3794,18470638
198.8,200.85,198.15,198.8,30026975
198.54,200.16,198.17,198.55,14762379
198.43,199.26,195.29,195.57,18361798
197.83,200.99,197.35,199.8,22499633
200.29,201.57,199.57,199.73,15460769
199.24,199.4,197.05,197.92,18773228
203.17,204.49,200.65,201.68,24084814
201.41,203.1323,201.36,202.71,15693876
203.27,204.44,202.6901,204.41,9285267
203.35,205.08,202.9,204.25,14933941
200.81,201.4,198.41,200.01,21987224
199.2,201.51,198.81,201.22,17767726
201.91,203.73,201.56,203.21,15615143
203.31,204.39,201.72,201.74,16021915
202.45,204.0,202.2,203.24,15272214
204.09,205.87,204.0,205.2,14419116
204.59,206.11,203.5,204.49,14501634
204.05,205.0915,203.27,203.28,11652445
204.0,205.88,203.7,205.66,15375748
205.79,206.5,202.36,202.57,18834365
203.65,207.23,203.61,207.22,18906200
208.46,208.91,207.29,208.825,16418505
207.67,209.15,207.17,208.67,13012280
208.89,209.24,206.73,207.05,11866283
207.48,209.73,207.14,207.75,15409845
208.46,210.64,208.44,209.67,18828351
208.76,210.16,207.31,208.884,24482953
216.42,221.37,211.3,212.78,62976187
213.9,218.03,206.7435,208.4595,51518842
205.53,206.19,201.7,204.09,30361920
197.99,198.649,192.58,193.22,44910342
196.31,198.067,194.04,196.98,31922123
195.41,199.56,193.82,199.14,29096670
200.22,203.53,199.39,203.45,23184966
202.3093,202.76,199.3,200.93,20564640
199.62,202.0516,199.15,200.5,19539038
201.05,212.14,200.83,208.98,43076897
203.16,206.44,202.5869,202.75,30918861
203.46,205.14,199.67,201.74,24575334
204.28,207.16,203.84,206.44,25086579
210.62,212.7307,210.025,210.34,21547293
210.88,213.35,210.32,210.35,21011089
212.99,213.65,211.6032,212.65,18800282
213.19,214.435,210.75,212.45,19267504
209.43,212.051,201.0,202.63,40593444
205.86,207.19,205.0573,206.6,22978406
207.81,208.55,203.53,204.14,19309254
204.1,205.72,203.32,205.52,14081649
208.5,209.32,206.655,209.1,18354476
210.16,210.45,207.2,208.74,16839712
206.43,206.98,204.22,205.695,17928464
208.39,209.48,207.32,209.25,16915267
212.0,213.97,211.51,213.27,20371927
214.05,214.42,212.51,213.27,17147590
214.84,216.44,211.07,214.15,23194004
213.86,216.78,211.71,216.77,27664503
218.07,223.64,217.73,223.587,39572875
224.8,226.42,222.86,223.09,26816046
220.0,220.79,217.02,218.8,35658287
217.73,220.13,217.56,219.9,18614200
219.96,220.82,219.12,220.65,15755170
221.06,222.85,219.44,222.77,22597641
222.01,223.76,220.37,220.95,19560095
221.38,222.56,217.473,217.69,36711725
218.95,219.84,217.65,218.68,16353130
221.03,222.49,217.19,217.68,27025966
218.55,221.5,217.1402,220.99,18945127
220.0,220.94,218.83,219.89,16151246
220.54,220.96,217.2814,218.85,22606388
220.9,224.58,220.79,223.98,22189704
225.07,228.22,224.2,224.58,32017308
223.06,223.35,217.93,218.96,31067943
218.43,220.96,215.132,220.81,25267290
225.64,227.49,223.89,227.01,61420683
226.27,229.93,225.84,227.06,56249522
225.82,228.06,224.33,224.39,49356153
227.03,227.79,225.64,227.0,33424472
227.93,230.44,227.3,230.09,51957764
232.95,237.64,232.3075,236.22,75801862
234.9,238.1342,234.6701,235.89,43035391
236.39,237.65,234.88,235.32,37286507
233.37,235.24,233.2,234.39,32693993
235.09,236.15,233.52,235.29,30936663
234.59,237.58,234.29,236.28,45791251
238.3659,240.99,238.32,240.53,17427391
241.16,242.2,239.6218,239.97,19060536
242.1,243.24,241.22,243.14,17199153
244.51,244.8,241.805,243.6,15641517
243.16,246.73,242.88,246.58,15414721
247.42,249.25,246.72,249.04,22187260
248.97,249.75,242.57,243.29,32725739
244.76,245.3,241.21,243.29,25443913
247.24,249.17,237.26,248.84,29688327
249.54,255.93,249.16,255.84,33985331
257.33,257.845,255.38,257.48,23618001
257.05,258.19,256.32,257.15,17738372
256.84,257.49,255.365,257.24,15328064
258.74,260.35,258.11,259.5,22267200
258.69,260.44,256.85,260.14,15896858
258.3,262.47,258.28,262.2,19401290
261.55,262.79,260.92,261.98,19425255
261.13,264.78,261.07,264.47,24029891
263.75,264.88,262.1,262.69,20368211
263.68,265.78,263.01,265.75,23136341
265.8,267.43,264.23,267.12,18045658
267.9,268.0,265.3926,266.29,14685205
265.54,266.083,260.4,263.22,22181038
263.71,264.005,261.18,262.01,25411879
262.59,263.18,260.84,261.84,14301792
262.71,266.44,262.52,266.42,15137109
266.94,267.16,262.5,264.1,14856696
265.58,267.98,265.31,267.8999,14459464
266.6,268.0,265.9,267.18,8827719
267.27,268.25,263.45,264.09,20260941
258.31,259.53,256.29,259.52,25772086
261.07,263.31,260.68,261.74,14623003
263.79,265.89,262.73,265.58,15381351
267.48,271.0,267.3,270.7,23057888
270.0,270.8,264.91,266.92,27858494
268.6,270.07,265.86,268.62,20404044
268.81,271.1,268.5,270.74,17110774
267.79,272.5599,267.321,271.46,30907462
271.46,275.3,270.93,275.26,29835265
276.99,280.79,276.98,279.86,26824132
279.57,281.77,278.8,280.42,24453671
279.8,281.9,279.12,279.71,22974624
279.61,281.18,278.95,280.03,17776673
282.23,282.65,278.56,279.28,34326205
280.53,284.25,280.3735,283.97,18929964
284.69,284.89,282.9197,284.2762,9678447
284.78,289.98,284.7,289.91,20772521
291.12,293.97,288.12,289.83,32927275
289.46,292.69,285.22,291.647,33920736
289.93,293.68,289.52,293.37,21437960
296.24,300.6,295.19,300.58,30589026
297.15,300.58,296.5,297.38,31609363
293.79,299.96,292.75,299.78,27487207
299.84,300.9,297.48,298.27,23877417
297.16,304.4399,297.156,303.15,29547763
307.25,310.43,306.2,309.71,39240341
310.6,312.67,308.25,310.37,32981826
311.66,317.07,311.15,316.97,28105058
316.7,317.57,312.17,312.69,37279469
311.85,315.5,309.55,311.5,28107488
313.59,315.7,312.09,315.33,24013095
316.27,318.74,315.0,318.67,30204740
317.19,319.02,316.0,316.55,44685529
318.75,319.99,317.31,317.7,44852758
317.86,319.56,315.65,319.2899,41293070
320.25,323.33,317.5188,318.33,67508467
310.06,311.77,304.88,308.96,35107297
312.6,318.4,312.19,317.76,30754951
324.45,327.85,321.38,324.32,47978319
320.65,324.09,318.75,323.8762,29370141
320.95,322.68,308.29,309.33,46153891
304.3,313.49,302.22,308.71,40308612
315.31,319.64,313.6345,318.86,30865583
323.52,324.4,318.95,321.58,26442843
322.57,325.22,320.2648,325.21,23365266
322.37,323.4,318.0,320.04,27107613
314.18,321.54,313.85,321.54,23748626
323.6,323.9,318.71,319.61,21422946
321.62,327.21,321.47,327.2,24425223
324.19,326.22,323.35,324.91,21088852
324.74,325.98,322.85,324.94,17502899
315.36,319.75,314.61,319.0,34217504
320.0,324.57,320.0,323.62,19929550
322.55,324.65,318.21,320.3,22805445
318.62,320.45,310.5,313.03,29739870
297.26,304.18,289.23,298.17,49427633
300.95,302.53,286.13,288.08,52521891
286.53,297.88,286.5,292.69,46094168
281.1,286.0,272.96,273.04,72477356
257.26,278.41,256.37,274.64,96710951
282.28,301.44,277.72,298.82,78891672
303.67,304.0,285.8,289.31,74214898
296.44,303.4,293.13,302.76,49969205
295.52,299.55,291.41,292.92,42089988
282.0,290.82,281.23,288.98,51462221
263.75,278.09,263.0,266.09,130952816
277.14,286.44,269.37,285.69,65679929
277.39,281.22,271.86,275.3,58216000
255.94,270.0,248.0,248.0,96606887
264.89,279.92,252.95,278.06,83319113
241.95,259.08,240.0,241.47,74222204
247.51,257.61,238.4,252.85,151273870
239.77,250.0,237.12,249.0,62337123
247.385,252.84,242.61,244.78,61569852
247.18,251.83,228.0,228.74,83656772
228.08,228.4997,212.61,223.43,77575565
236.36,247.69,234.3,246.88,64013339
250.82,258.25,244.3,245.465,67944382
246.52,258.68,246.36,258.48,54641901
252.75,255.87,247.05,247.62,45641532
250.74,255.52,249.4,254.79,37524398
255.6,262.49,252.0,254.3,41083385
246.5,248.72,239.13,240.76,39826068
240.34,245.15,236.9,244.93,75974814
242.8,245.7,238.9741,241.43,29119767
250.9,263.11,249.38,262.285,43802547
270.8,271.7,259.0,259.385,47214898
262.74,267.37,261.23,266.04,36519701
268.7,270.07,264.7,267.96,37508554
268.31,273.7,265.83,273.23,30530102
280.0,288.25,278.05,287.07,88126631
282.4,286.33,280.63,284.45,54896950
287.38,288.1975,282.3502,286.72,103289014
284.69,286.945,276.86,282.74,189543675
277.95,281.68,276.85,276.85,86952157
276.28,277.25,265.43,268.36,120805673
273.61,277.58,272.2,276.09,95665531
275.87,281.75,274.87,274.87,55290604
277.2,283.01,277.0,282.95,84909438
281.8,284.54,279.95,283.25,52652760
285.08,285.83,278.2,278.57,24567863
284.73,289.67,283.89,287.83,57520384
289.96,294.53,288.35,293.99,34380486
286.25,299.0,285.85,289.07,112571771
289.17,293.69,286.3172,293.17,31026388
295.06,301.0,294.46,297.78,68730265
300.46,303.24,298.87,300.5,33168366
303.22,305.17,301.97,303.75,52106578
305.64,310.29,304.29,310.1484,30509246
308.1,317.05,307.24,315.005,34252219
317.83,319.688,310.91,311.51,72568708
312.15,315.95,303.21,307.68,46896514
304.51,309.79,301.53,309.7,36192573
300.35,307.9,300.21,307.74,38430814
313.17,316.5,310.3241,314.89,58756477
315.03,318.52,313.01,313.01,23453139
316.68,319.52,316.2,319.16,49657449
318.66,320.89,315.87,317.04,46099960
315.77,319.23,315.35,318.89,37592751
323.5,324.24,316.5,316.84,27609402
316.14,318.71,313.09,318.08,24944652
316.77,323.44,315.63,318.15,28935286
319.25,321.15,316.47,318.76,56248101
317.75,322.35,317.21,321.76,37704502
320.745,323.44,318.93,323.42,37968664
324.66,326.1,322.3,325.09,45506089
324.39,325.62,320.78,322.25,38930216
323.35,331.75,323.23,331.54,29572650
330.25,333.5,327.32,333.4402,20899464
332.14,345.61,332.01,344.32,66753163
347.9,354.77,346.09,352.78,76721048
349.31,351.06,335.59,336.08,44058913
344.72,347.8,337.63,337.655,26008570
333.25,344.8,332.58,342.99,62285020
351.46,353.2,344.72,352.26,36742302
355.15,355.4,351.09,351.2438,50065784
351.41,353.45,349.22,351.59,21375772
354.635,356.56,345.15,349.55,90845598
351.34,359.46,351.15,358.93,30845663
364.0,372.37,362.2701,366.37,50255788
365.0,368.79,358.52,360.06,44983139
360.7,365.0,357.57,364.88,32015338
364.41,365.32,353.02,353.69,40859277
353.25,362.1736,351.28,362.0,29154717
360.08,365.98,360.0,364.6,28884259
365.12,367.36,363.91,364.01,25429807
367.85,370.47,363.65,364.12,25332853
370.0,375.78,369.87,373.81,26084791
375.41,378.62,372.23,372.64,24610596
376.72,381.5,376.36,381.44,26025692
385.05,393.91,378.69,382.6599,29212120
381.34,383.92,378.8207,383.52,20333748
389.06,399.82,381.03,381.91,43528308
379.36,389.02,375.51,388.21,37043531
395.96,396.99,385.96,390.91,35722109
386.25,389.62,383.62,385.72,24614253
387.95,388.59,383.36,385.15,20185278
385.665,394.0,384.25,393.43,19422805
396.69,397.0,386.97,388.0,23389568
386.77,391.9,386.41,389.09,18899399
387.9935,388.31,369.64,371.56,25747322
363.95,371.88,356.58,370.42,43883515
374.84,379.62,373.92,379.215,26920001
377.47,378.1986,372.99,373.04,23023333
375.0,380.92,374.85,380.27,20387893
376.75,385.19,375.07,384.88,29577510
411.535,425.66,403.3,425.19,86940020
432.8,446.5457,431.57,435.66,59319804
436.53,443.16,433.55,438.81,40871187
437.51,441.57,435.59,440.339,27322942
441.62,457.65,439.19,455.88,47755979
452.82,454.7,441.17,444.41,45586418
449.75,452.98,440.0,450.94,40068874
447.875,449.93,436.4267,437.51,42368444
441.99,453.1,441.19,452.24,38649102
457.72,464.17,455.71,460.03,48059064
459.315,460.0,452.18,459.78,38149232
464.25,464.35,455.8501,458.39,25935894
457.41,464.0,456.03,462.08,24276411
463.933,468.65,462.44,462.825,33874948
463.0,473.568,462.9335,472.83,29389880
477.05,499.472,477.0,497.4,79453112
514.79,515.14,495.745,503.79,81260572
498.79,500.7172,492.21,499.31,49337045
504.7165,507.97,500.33,506.19,37949023
508.57,509.94,495.33,500.04,36378278
504.05,505.77,498.31,498.83,38207206
127.58,131.0,126.0,128.85,199136542
132.76,134.8,130.53,134.2,138233208
137.59,137.98,127.0,131.22,184800962
126.91,128.84,120.5,120.92,227958928
120.07,123.7,110.89,120.9,308317528
113.95,118.99,112.68,112.83,207475295
117.26,119.14,115.26,117.18,154399690
119.5,120.05,112.5,113.48,141520456
114.57,115.23,110.0,112.01,168935205
114.72,115.93,112.8,115.3599,123728990
118.33,118.829,113.61,115.55,171497919
115.23,116.0,112.04,112.13,142859370
109.72,112.2,108.71,110.32,159638807
110.4,110.88,106.09,106.6,208107357
104.54,110.19,103.1,110.13,178442044
112.68,112.86,109.16,111.8,167185259
111.62,112.11,106.77,107.23,131794926
105.17,110.25,105.0,108.2015,152123922
108.43,112.44,107.67,112.28,137542199
114.98,115.32,112.78,115.0,119572328
114.55,115.31,113.57,114.11,89264463
113.77,117.25,113.62,115.61,115978209
117.64,117.72,115.83,116.8,97603139
112.89,115.37,112.22,113.02,122690422
113.92,116.65,113.55,116.54,93972780
115.7,116.12,112.25,113.16,142211773
114.62,115.51,114.13,115.05,84487218
116.27,116.4,114.5901,114.97,74552335
115.28,117.0,114.92,116.98,86041259
120.06,125.18,119.2845,124.42,214339341
125.27,125.39,119.65,121.05,241006181
120.99,123.03,119.62,121.29,135410215
118.72,121.2,118.15,120.7453,97361453
121.28,121.548,118.81,118.96,100869315
119.96,120.419,115.66,116.0,95733407
116.19,118.98,115.63,117.5,108602099
116.67,118.705,116.45,116.86,69861622
117.45,118.04,114.59,115.7737,90327115
116.39,116.55,114.28,115.04,73088651
114.01,116.55,112.88,115.06,94591584
115.49,117.28,114.5399,116.53,80663462
115.05,115.43,111.1,111.15,123242639
112.37,116.93,112.2,114.52,111552689
111.06,111.99,107.72,108.9,163824978
109.11,110.68,107.32,108.77,106260834
109.66,111.47,108.73,110.375,93660131
114.14,115.59,112.35,114.94,114505478
117.99,119.62,116.8686,118.99,107993032
118.32,119.2,116.13,118.685,99225280
120.5,121.99,116.05,116.32,129352953
